sample_id,category,defect,severity,grade
7529ce5d-7c65-4f7b-9326-0bd4985c06c5,saree,stain,0.727,D
9f5ba77b-80e4-4bdc-838a-02bf063fdd38,saree,stain,0.534,C
572f9186-89f9-4272-b440-20ea1c36a151,saree,stain,0.876,D
1b8d12b3-9320-4090-a88a-f263f169548f,saree,stain,0.157,B
b5bce664-d534-49c5-9f06-452263fb2ceb,saree,stain,0.302,B
2253b178-b154-408a-aec8-be16f79ce00f,saree,stain,0.696,C
8642fbfb-70dd-4247-adbf-603bfaf10967,saree,stain,0.903,D
97a3b207-09c2-4a5c-a101-398855c8e135,saree,stain,0.882,D
3a58ec61-ded4-46dc-8f1e-481547477fba,saree,stain,0.556,C
1075411d-4759-495c-b2b4-5f73f27a8ecf,saree,stain,0.503,C
edc05c91-c3c7-4a4e-a957-981076970224,saree,stain,0.463,C
d74e09a5-bb45-4398-bb74-2a0c29a45273,saree,stain,0.674,C
8a544f4a-c183-4e01-9ea0-fcddf188dd64,saree,stain,0.835,D
0839e561-4443-4602-a264-a8f91466bac2,saree,stain,0.203,B
f98a1e02-8e96-4622-a3bc-0fbb5a545ce9,saree,stain,0.57,C
3691ed14-be74-4a13-9730-67a504513ee7,saree,stain,0.329,B
e3554be7-bb08-4190-a7f4-0c2de2dcbcf2,saree,stain,0.842,D
442b12b2-5514-4012-aca4-9046efa12ec6,saree,stain,0.211,B
4f51d5fa-76cc-48a9-922f-015ffce36769,saree,stain,0.104,B
3ecaa81b-d97a-4445-bc5b-bedc09d7fdbd,saree,stain,0.803,D
1de2a5d8-5165-4654-acf1-0d92748bf401,saree,stain,0.692,C
01d797cf-0c31-47c3-a5f9-fe8b8eeb4d67,saree,stain,0.967,D
c58c35ba-0a86-43fc-bdc0-ecbee504b888,saree,stain,0.859,D
711300fd-11dd-4cf1-ada4-4c3de07bf155,saree,stain,0.662,C
691d6e98-9151-4b89-844b-3cd8723ca239,saree,stain,0.588,C
c45b94ca-1862-4173-8d46-b6bddf5e002a,saree,stain,0.614,C
3b6a3d36-bf74-4d07-b624-a7f4d0de4c0d,saree,stain,0.827,D
1346f81a-5397-4aea-9a06-052a1d1fa193,saree,stain,0.775,D
ff0fa0d5-96fa-4108-9f30-0d0ecb4fe111,saree,stain,0.722,D
625c9678-b777-44f3-8513-178781aa1afe,saree,stain,0.654,C
77590cce-fe44-4c92-97aa-a33fce060797,saree,dirt,0.724,D
f4bb7f59-e2c4-408c-b184-43a72228ec4c,saree,dirt,0.769,D
0bfd9b2f-4f88-43b9-850f-ad8381259a62,saree,dirt,0.78,D
11b9be9d-3eda-46d2-b69c-4d1425643da3,saree,dirt,0.985,D
4b218c94-b76d-46dd-9f68-e4bd7d7f0003,saree,dirt,0.137,B
9ee2291a-3e32-4280-9bdf-0d11424ddf4f,saree,dirt,0.398,B
a430ba29-fad2-4587-8939-6faaa05487e9,saree,dirt,0.859,D
2930fda5-97cb-4819-b51f-afa20f4661b5,saree,dirt,0.573,C
cefbd598-716b-4b94-ae2c-80ae550d0fa4,saree,dirt,0.583,C
e53008bc-2c62-4637-a16c-c5458f3791f2,saree,dirt,0.364,B
216fd624-c689-49a5-9adf-e1ab13fd1ab1,saree,dirt,0.501,C
62fdcd7b-76a8-4439-8c50-4601d7785bfc,saree,dirt,0.447,C
6df7bcc3-97a1-4804-85e3-46276634042a,saree,dirt,0.501,C
2c71701d-f993-4d1a-bf63-677a8abeb7ac,saree,dirt,0.953,D
905161fa-e3a0-48e4-8371-51b922c5c5fb,saree,dirt,0.29,B
0ca57708-c9c8-41af-9db8-cf732fbb6437,saree,dirt,0.846,D
1b1e69e3-fa84-4323-ab43-8fd0e01c4721,saree,dirt,0.745,D
a8aad73e-b753-4384-bdbe-a1fac7156516,saree,dirt,0.617,C
86157841-b6aa-41c2-9c85-76f8a0a704b8,saree,dirt,0.385,B
587e841e-bdb5-4926-98d6-013801bfb0f7,saree,dirt,0.731,D
d58fb80f-31e7-4771-8797-a220e977d3f1,saree,dirt,0.178,B
16b0f51b-31dc-40e5-9312-b50646a3b0e5,saree,dirt,0.58,C
1f8256a7-011a-43f0-a172-bd86fcb54837,saree,dirt,0.368,B
2f5a2b65-8f4d-4873-a407-bfdecfae8a87,saree,dirt,0.138,B
abffa62c-92ce-4d01-9139-6d01c340a84a,saree,dirt,0.291,B
af2d71c7-f49d-4b4f-8030-60f5195e69b3,saree,dirt,0.263,B
8d6cd315-45d4-4a39-b438-27b60d56d2fe,saree,dirt,0.166,B
963d0490-75ab-426b-a33c-de9de378736a,saree,dirt,0.421,C
d06985ff-95e6-4644-b972-5084b8d77f53,saree,dirt,0.506,C
97787e69-f221-4f07-9ef4-7acad1923f83,saree,dirt,0.963,D
911c1c94-a0cb-46b8-954b-a45eb5d2fdfc,saree,dirt,0.856,D
65c150dc-785f-4902-b41f-36c17ae71400,saree,dirt,0.423,C
db7cc5a5-0ace-48f0-86de-09a2fa32e9c9,saree,dirt,0.873,D
66818e11-1dc7-41fb-922d-5dfeb0769b9f,saree,dirt,0.755,D
9bfd4371-7176-4139-9572-052c5c29ada1,saree,dirt,0.596,C
c20de472-234d-4950-8596-f932b4f5960e,saree,dirt,0.76,D
ef80f9f8-88fa-4f37-b71c-4c1e39c64d89,saree,dirt,0.552,C
308590ac-d6e5-4723-a306-3dd4f6dd0036,saree,dirt,0.502,C
e19d160d-626b-44c4-936a-f0d3a40f6f8e,saree,dirt,0.136,B
c7888683-f089-46fd-a9a9-852e4f48026a,saree,dirt,0.566,C
6ac5034b-aefd-47a5-85c3-6a21f5e268ff,saree,tear,0.193,B
637a3aff-8bce-4694-b230-d927a621d6dd,saree,tear,0.439,C
db104199-bd4b-461b-860e-b85f913fc9d9,saree,tear,0.439,C
8d87e518-5920-4c7b-9a62-2714a4454769,saree,tear,0.898,D
a9a3fc9c-c0f9-43c5-9567-24cce4b89c54,saree,tear,0.563,C
6f37f1a9-27fc-43ba-bd48-a2b79068b92f,saree,tear,0.695,C
a5392020-6f69-43c9-bf56-256ef4bc2318,saree,tear,0.29,B
e2ab2f9a-18ca-4066-ac7b-bbfd56e4960c,saree,tear,0.616,C
f146469d-ca51-4541-b854-8dcef5aeff03,saree,tear,0.25,B
1b38ab47-cf5e-4ab4-8500-c96173ef1fcd,saree,tear,0.891,D
f680df98-4fba-41e6-8991-863e24407bc1,saree,tear,0.254,B
9ee26c48-8706-42f9-987a-c2115fcbe9ac,saree,tear,0.338,B
95324df5-5ac7-45fe-9a13-85e40515ab86,saree,tear,0.447,C
07c84dd9-1cdf-46df-a1d5-9df12d28c0a0,saree,tear,0.645,C
40b27352-954f-41ce-af23-e77877bbe665,saree,tear,0.777,D
9745b347-34d2-4237-abdc-d447984f166f,saree,tear,0.57,C
029204bd-92cb-46ee-8871-1777aa158286,saree,tear,0.811,D
54d7073b-1753-4756-9511-3588f8d579be,saree,tear,0.22,B
f6789d0c-d3bc-46b2-944e-ddc0352d90dc,saree,tear,0.889,D
458a7fde-a100-4429-b104-21029dcb6691,saree,tear,0.206,B
d7e47199-516f-4111-b3a9-0e8526cc3eea,saree,tear,0.196,B
55de517d-1ba4-44bd-a1a1-1856c0ce628e,saree,tear,0.429,C
bf124790-64ff-4cd4-99d3-2c8ce4ea2334,saree,tear,0.805,D
c943e230-7886-42a5-ab08-c78732624bf8,saree,tear,0.62,C
892d69f3-b2c3-4bbe-9f34-8a90f58cc6c4,saree,tear,0.805,D
cf4bab25-b0ad-45a7-abab-8f34724ab5f8,saree,tear,0.727,D
dc91fd4d-3e3e-4144-9808-9a9784571a85,saree,tear,0.525,C
7fa3fbfb-8dc9-4899-9e90-452da5a665a9,saree,tear,0.134,B
98ebcc47-bbb5-4f3e-b3e2-1476c952d5f7,saree,tear,0.152,B
2649a9e5-6c50-4282-8f0b-30d93a3aa3a1,saree,tear,0.357,B
68ed1bcb-4797-4fde-b09d-cbd46da23c3a,saree,tear,0.424,C
dbfca2e7-fe03-4f66-9966-10f4dd0563de,saree,tear,0.703,D
b84eecc4-8cd6-4307-b7b8-e38da5173568,saree,tear,0.356,B
73ec4fc4-c64d-48b3-a847-afb2e93bfad0,saree,tear,0.509,C
b006df3a-280a-4eaf-aa5a-84d4c7205a05,saree,tear,0.603,C
2e3beb53-363d-4c15-95ad-8a0e28432416,saree,tear,0.832,D
832976ff-66f9-4c33-9555-94b7dc769945,saree,tear,0.965,D
57cdf532-8edf-41c7-8c58-a4599c74a167,saree,tear,0.205,B
530e331c-6937-44c8-92ec-fc384d023396,saree,tear,0.471,C
cbc5811e-dbd6-418a-816e-2f046cbdc3a2,saree,tear,0.184,B
d5cfba1f-63e1-4bf5-bb60-780787bc45b8,saree,hole,0.297,B
c31c71f0-e3b0-4fc5-9f6d-e04dc2083dd2,saree,hole,0.311,B
374239b6-29a7-41be-ba5b-d354966159f8,saree,hole,0.42,C
3ebf5cbd-83aa-4cc5-9a94-d3824c0892ff,saree,hole,0.106,B
7ffb16c8-2ae0-4cac-9762-cd16863fb4cb,saree,hole,0.882,D
068b55d6-5ab3-4e1e-95ab-b09113422ff4,saree,hole,0.3,B
167703db-6055-4bb3-a0ed-318a24872983,saree,hole,0.552,C
758f35f9-ac28-4ed1-9268-5cd92a960d42,saree,hole,0.514,C
58e8a1c7-1c6e-4ea5-84d9-4a5676dec98e,saree,hole,0.425,C
69c6cc67-1bfc-4203-8407-7b977a440f96,saree,hole,0.409,C
ac0ee47f-e853-4aa6-898c-06df175d2032,saree,hole,0.352,B
003df47e-87aa-43ed-898b-cef2728a30b5,saree,hole,0.824,D
259650b4-2dc2-4d63-8463-30356efe4efd,saree,hole,0.526,C
28d59e28-9847-411e-bd91-c1da702d4f0f,saree,hole,0.749,D
5bec297a-7923-46b2-b2fc-545528d7cdbe,saree,hole,0.189,B
6e1d2378-5eb8-4e03-93a9-96ed96ab9388,saree,hole,0.505,C
32d64d0a-f878-4d09-a0cf-72a113870da9,saree,hole,0.118,B
738eacb0-88ff-49d5-8591-acf298dff95e,saree,hole,0.618,C
3b767957-5647-413e-ba0c-5f33a4fe147a,saree,hole,0.797,D
b48e2d4b-f03f-4c62-bb4d-ce98c9eb5488,saree,hole,0.881,D
f4ee3b07-09b4-47f1-bd2d-8a51b6c47d84,saree,hole,0.246,B
59bf43bb-e32f-4895-b6b0-89f1447f8464,saree,hole,0.344,B
c014d8e3-e54e-4631-9ab0-073c532ce5d8,saree,hole,0.473,C
2978c00d-32c6-48e3-94f9-6c0a8061f7a4,saree,hole,0.29,B
17062d55-1a17-4e78-b0fd-5986eb875d5c,saree,hole,0.124,B
fceaad4e-ecee-48cf-990c-fffa6e14a710,saree,hole,0.24,B
c8404f4d-6c87-4263-87fb-2302f4aae901,saree,hole,0.218,B
1f016cfa-f12d-4a18-92aa-671a0950d091,saree,hole,0.977,D
2ffcecd1-9777-4f75-8eb8-46a52643262c,saree,hole,0.491,C
c6f62a2b-9e07-49e3-82cb-b5c7349a3943,saree,hole,0.377,B
2c8a169f-cef8-4dd3-aa66-d832d709d47c,saree,hole,0.409,C
f3870334-5430-45b1-9c47-f8ba45f50193,saree,hole,0.108,B
628b279a-7971-4cc8-b04a-7a61316c6fbb,saree,hole,0.27,B
09ad40bc-2564-4ec4-8963-1b7865c3744d,saree,hole,0.299,B
e1cccaad-89bc-4e6d-8a9a-852a0f444a37,saree,hole,0.684,C
72f313e0-6295-4db9-8199-ccff860a70ba,saree,hole,0.199,B
ff44f919-8697-4fba-8ccd-41ce6590b87b,saree,hole,0.389,B
bf347b20-b267-4a9b-8062-538678157473,saree,hole,0.342,B
83547ea2-134d-4fc8-b548-0207ba998e07,saree,hole,0.295,B
981f23fa-22f8-4f31-8626-a44cf158e6ad,saree,hole,0.397,B
80bac2d3-ad9c-4c89-8acd-0d9e3e552127,saree,fade,0.263,B
463ccacc-fd08-41c4-8ac9-a4cbfe3774a2,saree,fade,0.836,D
ebc9ef72-61b8-4a04-8fa1-a15949703741,saree,fade,0.21,B
483fcb15-d224-41f0-a806-33339ca57a52,saree,fade,0.446,C
29707659-aecc-4388-b855-00ed5a56d584,saree,fade,0.322,B
24213275-445f-405a-ba09-e8846d5b1adb,saree,fade,0.279,B
242b25ca-d627-4599-aa48-6bf7f327b80a,saree,fade,0.569,C
cfbce2fb-e354-4cbd-b8cb-6570aaf91776,saree,fade,0.526,C
00f43c51-3ea1-4d95-a16a-d9ca2f8363d1,saree,fade,0.943,D
bb89db7d-2737-4812-b4d9-af285807e7f9,saree,fade,0.666,C
db2e2b8b-635c-40a5-bae9-586f07cca1c4,saree,fade,0.77,D
df743d27-4008-4150-b4f8-5482fa47b167,saree,fade,0.569,C
23ea3e00-815b-4079-b062-d520fa821590,saree,fade,0.533,C
4ac033ec-c146-4cfd-b20d-752f67a46bf8,saree,fade,0.279,B
489d14b3-18e0-40ef-bd11-72882afa3167,saree,fade,0.877,D
f0bc4c3b-3fe0-49d2-a123-623a10f3823e,saree,fade,0.976,D
fd331e91-6255-4e6b-91a3-8001e9a44386,saree,fade,0.67,C
3a20ba34-0359-4193-a88e-605d30d385d1,saree,fade,0.114,B
f6e680b8-ca67-4948-968f-26a47b971037,saree,fade,0.626,C
8aa41e24-2a3e-433e-baa1-09bd5e7298ac,saree,fade,0.81,D
96b5fd80-8ee4-4e94-8bf9-362ec302c5be,saree,fade,0.972,D
7ab3e894-1ed5-4c7f-9c32-5abab296ce24,saree,fade,0.805,D
9b64d3d4-fe86-4efd-b9ff-f050ac6d3385,saree,fade,0.72,D
539612c6-4251-4695-afe3-1225f466671a,saree,fade,0.434,C
c07749fc-438e-4423-8ae7-939094acf060,saree,fade,0.324,B
4afa6ee4-f267-4ca7-b811-03afa1f12b8d,saree,fade,0.182,B
26d1c9b4-2416-4d30-8f3a-f8e484ba2183,saree,fade,0.405,C
c95944d7-928c-49a7-97b6-48c20d87a8b9,saree,fade,0.154,B
bfd5afab-7c2d-4919-a934-acf3bdd902ab,saree,fade,0.731,D
25793da0-ef4d-412d-bf53-f04828b1b87e,saree,fade,0.213,B
f1bcc0ff-1f0a-4fde-a158-3869fc59ca0b,saree,fade,0.385,B
20f7c26b-4ee0-4995-b8cc-da1e2d363eb6,saree,fade,0.81,D
8abad334-5e88-4145-80b1-e6f00bf8c675,saree,fade,0.825,D
7063ce37-8cc8-47b7-8c85-388408d91c8b,saree,fade,0.76,D
33f305e5-8b36-46c6-b511-20e4b844ddde,saree,fade,0.72,D
1fa16d80-168f-40f2-8c63-e6e4dfc63304,saree,fade,0.752,D
eca51d9a-c3a6-4fab-a59a-2131ab421ba9,saree,fade,0.909,D
14e3383b-bae0-4842-b2df-5b493fe31363,saree,fade,0.736,D
273f63b0-db13-48f1-ae2b-2c4a94ba19df,saree,fade,0.365,B
1b3c1dc9-4df8-4cc4-bf51-3c3f77686fa9,saree,fade,0.271,B
9a7c68e6-eb03-49f0-b16e-49f0765f0d38,blanket,none,0.0,A
56371ed0-dcbf-4af7-a066-ecd238ceed78,blanket,none,0.0,A
400e3232-37a1-4c0c-8c3d-49a7a9213f44,blanket,none,0.0,A
e22c057d-f9b7-4d7c-b945-2c10769d22c6,blanket,none,0.0,A
96481a9d-d35f-4707-9f80-689c6655c8df,blanket,none,0.0,A
4ddb563a-be29-436d-a3f0-9fd62646a5b2,blanket,none,0.0,A
7623d2f0-2681-4634-860f-395fbd119fb3,blanket,none,0.0,A
167847db-967a-4b46-9178-3aad3cd6e4d1,blanket,none,0.0,A
7f6126a1-296d-442b-9119-9f59a1678335,blanket,none,0.0,A
f9235a3c-3af1-4112-89b1-93b4ebb1f15c,blanket,none,0.0,A
f997232d-9661-4f37-be8e-8cd29d578487,blanket,none,0.0,A
025bd0e5-8401-4ebd-92d7-73a3896cb4d7,blanket,none,0.0,A
d09dfdd8-2595-430a-aab3-1c224abe76a5,blanket,none,0.0,A
aff57181-ae7f-48cb-8be4-0c1dc6bba277,blanket,none,0.0,A
4b7e0b87-5d76-4079-b28f-761a54ffab1b,blanket,none,0.0,A
958d60cd-2fb9-4eff-9055-41acdd894b25,blanket,none,0.0,A
1a79d094-97b8-4e1e-81dc-e8b2d3c78928,blanket,none,0.0,A
6a4ad2bf-4f78-4638-aa3f-6add15242db4,blanket,none,0.0,A
720839ef-a7c3-4bbe-b08a-54d808b472ee,blanket,none,0.0,A
ec439d11-2714-4cdc-8b21-5bad7502567b,blanket,none,0.0,A
93c0e5cb-ec09-4a5b-b582-f060510e52ca,blanket,stain,0.76,D
58be2e74-f155-4b11-aef9-59408c171925,blanket,stain,0.692,C
9b7cbb78-276d-46b6-ba84-b7eb36ee8e88,blanket,stain,0.355,B
da8f792a-1fa9-4b86-97fb-840e489261aa,blanket,stain,0.852,D
ad11d181-8dc5-4b4f-a734-6414108e4ebe,blanket,stain,0.189,B
4762e7a6-6aff-4795-89dd-0d7e7486c004,blanket,stain,0.43,C
2b91640b-9e86-4017-b4b6-358ac935fc0b,blanket,stain,0.521,C
f3e47c22-042a-4e68-af66-87889c6abf00,blanket,stain,0.841,D
5e1b0e3d-68cc-4fcb-93bf-4622fa4a9e7b,blanket,stain,0.965,D
af1c4201-620f-4b43-bb4e-651c8603b5d3,blanket,stain,0.574,C
5a35dc83-1676-411f-be37-b84e837387c7,blanket,stain,0.771,D
c307f406-a46a-40f9-8188-308fe254929d,blanket,stain,0.813,D
a11b5d6e-31bb-4585-92c8-4977f2c830aa,blanket,stain,0.912,D
dfa0fa24-df58-4aed-94c6-ce4e482a4893,blanket,stain,0.648,C
f97b6081-7ea2-48cd-a76e-569b849b9984,blanket,stain,0.503,C
c2c42d59-50f8-4daa-9866-336459044a6b,blanket,stain,0.566,C
f49a76ec-e645-418e-9907-75d21d361653,blanket,stain,0.794,D
5d3ca6b6-2562-467b-8e7f-cf86dde62898,blanket,stain,0.239,B
84868992-3b8c-4c08-9c08-3a1b9182d562,blanket,stain,0.325,B
34bf065d-e6f3-46a3-8668-9e2053616b54,blanket,stain,0.761,D
cd1b939d-9bee-4c40-a754-2f40b01fb3ee,blanket,stain,0.758,D
5acdc768-24f4-4b82-9ea7-3274907f3ad0,blanket,stain,0.475,C
5a583f8b-b790-4f4b-b026-fb3290fb611b,blanket,stain,0.374,B
cb3fa01d-1350-4b58-aa56-fafbdb93fa6e,blanket,stain,0.238,B
424424bd-f5b2-4ab9-854b-419c9a22a4d5,blanket,stain,0.3,B
f516a611-d700-48da-b4a8-7bb35ce1ff52,blanket,stain,0.614,C
5f4c9bcd-518e-42c2-b4db-b2e96df6a0d6,blanket,stain,0.796,D
54530576-724d-4e78-85de-3d3c304af5e5,blanket,stain,0.687,C
b855f8ea-830a-46a3-959f-5a08fe0c8699,blanket,stain,0.164,B
dd70267f-873f-4d46-bf10-a1d015e7f279,blanket,stain,0.481,C
1cd0f31e-087c-4822-b60b-3e745b2ad3e4,blanket,stain,0.989,D
78c526ca-d7e2-4c5e-9d42-2895dabb8f67,blanket,stain,0.24,B
37d57c35-1e53-4b6a-8d00-b2c32d8441f1,blanket,stain,0.112,B
e8fbc680-ca91-4969-b2df-0b8848637d6c,blanket,stain,0.291,B
496717c7-dfc7-48f3-9da4-5f990666a80c,blanket,stain,0.625,C
e1f52434-7d07-4651-84a3-800d249ad851,blanket,stain,0.148,B
d76c53eb-c5a8-400c-a19a-45f60236e12c,blanket,stain,0.878,D
5437729a-d7e9-411d-8b82-a5fb3a512923,blanket,stain,0.558,C
42d92ca7-fcad-469c-bf52-0d89b0e8065d,blanket,stain,0.279,B
3c48e2e3-8e51-4389-875e-93a9d4e98999,blanket,stain,0.374,B
618e4f47-d660-464e-b8e3-d1e00bbfd220,blanket,dirt,0.663,C
9d963e64-1fd4-43ac-8a8a-e501ab08b0b8,blanket,dirt,0.891,D
84428874-4b42-45af-aeaf-593dea8bad01,blanket,dirt,0.907,D
6409cfb3-d118-438f-938b-741b569cdb72,blanket,dirt,0.616,C
950c2621-80d2-43f6-8b6b-d92896139743,blanket,dirt,0.219,B
2be44c4b-61c1-41c6-9d47-7eb1e45a36f3,blanket,dirt,0.72,D
cf587f46-b543-4745-a5b3-fa173a79cef2,blanket,dirt,0.386,B
df430718-8f1e-49e4-8ce8-59f3784a5c86,blanket,dirt,0.892,D
89233c4a-0155-43b4-90d4-549b04ea1298,blanket,dirt,0.237,B
02aebedb-ffcb-49dc-b6ae-df17fa8f6d86,blanket,dirt,0.645,C
7d369800-59c1-4e59-a69b-66c00fea2e67,blanket,dirt,0.719,D
6d980ca7-9c6f-4803-ad1d-d872bb3b1719,blanket,dirt,0.867,D
e1f94d8f-265b-4d22-9e4d-50c9aa2bb2c7,blanket,dirt,0.788,D
c7b2cfce-ccf3-43ae-8bbd-8a6c7306b596,blanket,dirt,0.782,D
06c7bd2a-0e20-44e8-9305-6718faf52fe0,blanket,dirt,0.88,D
b238d778-e9dd-4f7e-a991-0569736818d1,blanket,dirt,0.65,C
74c7910a-105f-4c28-91a3-36fe804d3238,blanket,dirt,0.584,C
94452aca-22a5-4a2f-830e-68307dded408,blanket,dirt,0.496,C
40adbacd-f397-45e6-aa4d-dd2e52ec7a24,blanket,dirt,0.652,C
e4b3c095-7e82-46f5-92e3-937adeae1234,blanket,dirt,0.75,D
3d7f524d-73d0-4196-ad54-ebdd18db6c14,blanket,dirt,0.472,C
b71b9936-c26e-4cf8-86ed-a8ab5da4b3de,blanket,dirt,0.325,B
7372f0f5-d395-41ca-94fa-989d08525e8f,blanket,dirt,0.177,B
41609bdc-9407-41e0-a256-62ee2516f9d1,blanket,dirt,0.595,C
af385447-2dd9-4677-9af9-c28ddb11713d,blanket,dirt,0.261,B
721f8205-5b91-4d0f-89ce-9ddac6d5cfe0,blanket,dirt,0.206,B
1fb9de24-2183-43cd-a072-3ed2272f851d,blanket,dirt,0.548,C
f1dfec5d-db4b-4ff9-bc5f-e7c409e733a8,blanket,dirt,0.63,C
34f9137e-568d-4272-ba47-52008510e9bb,blanket,dirt,0.35,B
07197130-07ba-4e7a-b5f6-6e17d0ef0760,blanket,dirt,0.231,B
a701b3b5-41a4-4b93-8227-b34c1cbc7a5b,blanket,dirt,0.144,B
64816dbc-c2d3-46a9-bd2c-619da8e13b11,blanket,dirt,0.615,C
3a97c7da-40f1-4baf-aac2-2b0a57258bd8,blanket,dirt,0.792,D
7cd69797-7d9c-49a1-aaa7-717a3fce87e2,blanket,dirt,0.158,B
e19929af-81f7-4ed5-96a2-c94bfcc802bd,blanket,dirt,0.472,C
83f701b8-d17a-49ff-924f-ca542811646e,blanket,dirt,0.988,D
1fd2dcaf-238b-44ea-adeb-2e61b630df1f,blanket,dirt,0.484,C
bc34dcb1-df44-4654-becc-c6872163ee8f,blanket,dirt,0.653,C
38ba87f5-b8d9-4640-8b12-2cb044808d4d,blanket,dirt,0.309,B
8e4a5933-ac9a-4e19-b86d-b29818cfd0af,blanket,dirt,0.764,D
e3edf515-478d-4494-a00f-e576a6c50533,blanket,tear,0.415,C
270fc7d4-f790-41d0-9732-6fe257048290,blanket,tear,0.377,B
6467dfba-93a2-42dc-bb47-cbcb0f49a14d,blanket,tear,0.752,D
1b4dadd7-7aba-4c08-8e7f-14d77a1b15a0,blanket,tear,0.818,D
b2063c93-137d-4893-9015-fc3f25e582e9,blanket,tear,0.806,D
3ec186a3-1ece-4924-a993-33b795a5a43c,blanket,tear,0.752,D
e9cad73c-98eb-4eaf-b3f2-33ab1f18a795,blanket,tear,0.973,D
f45de9e4-7973-495a-a20c-d6b7c74417a8,blanket,tear,0.858,D
b0287489-29d2-4da2-8b43-fbe512f9e2b8,blanket,tear,0.344,B
ae78d7bd-0948-4e43-b59f-afd79b97c829,blanket,tear,0.573,C
e723ad5d-ab6c-4839-8d05-5ed7cd194d6d,blanket,tear,0.555,C
2fd16b34-8d25-4de6-9010-84e6deb9f41e,blanket,tear,0.379,B
c4c7a399-b720-4f69-b4f5-e30a94a19e68,blanket,tear,0.752,D
86d0ba0c-9a57-4acb-9604-6781d18f4320,blanket,tear,0.939,D
0a7b6e47-248b-498c-805b-0965d67778ff,blanket,tear,0.12,B
69740a95-0d6d-45e0-bbc5-69ad003990a9,blanket,tear,0.349,B
028f3caa-24c6-4043-bf07-333bdc4b61b0,blanket,tear,0.346,B
3356fa48-1557-443b-bfa9-7b04d8a4c62e,blanket,tear,0.415,C
26e3ff15-9254-4199-ada3-b61e3eb9d417,blanket,tear,0.254,B
a4022412-c8df-45cb-ac7d-518e6a0920cb,blanket,tear,0.126,B
a72591c6-838a-4018-8f3a-90da67670f38,blanket,tear,0.734,D
032e04bd-0232-42a2-a013-bd5a7d4e5fd1,blanket,tear,0.976,D
d91aa653-73e5-4190-bdc8-030a34e3ae31,blanket,tear,0.379,B
907e6a91-e2db-461e-b602-1e9353769929,blanket,tear,0.922,D
8f6a9eb7-54ca-45f8-9041-47ede7c9224e,blanket,tear,0.539,C
c320c601-5ea1-48fc-a812-f33b968cc26d,blanket,tear,0.791,D
f14a0030-8f61-4d35-97a4-6cc0e1c48ba7,blanket,tear,0.685,C
63722d3c-6075-41f4-964a-33471a7596f9,blanket,tear,0.319,B
a4cf7a55-6cc8-4a62-a55e-366d807393f1,blanket,tear,0.488,C
9ed4b030-697a-410a-9bf6-04605f100e43,blanket,tear,0.765,D
061d1339-c204-41ec-a10d-5c9363f2e03e,blanket,tear,0.84,D
928ef10d-b30c-43a7-957e-d9275292d12f,blanket,tear,0.545,C
701ba657-a991-428f-ab1e-288d3b576c12,blanket,tear,0.781,D
000620c8-d8c1-4051-bfc8-fbfbedcdf14b,blanket,tear,0.713,D
8a578850-f0a8-44cd-bf3f-17b638e2f02e,blanket,tear,0.991,D
9f1dee4e-d828-483d-ac01-cc5703e6e4c9,blanket,tear,0.432,C
e2a99943-4afc-4e85-887c-31be640ae168,blanket,tear,0.879,D
ac38b973-e15a-4063-9db8-dac1b32b1ceb,blanket,tear,0.443,C
22d4d1d1-6c6b-403a-a67d-4238df1ccae1,blanket,tear,0.859,D
5f30c039-d6b6-45f8-9032-b394b61e96d0,blanket,tear,0.221,B
97a85299-77e2-4dd0-b237-c31e57fd43a9,blanket,hole,0.176,B
5c6e145a-f034-42d5-86db-e3e2311f9f49,blanket,hole,0.262,B
1a0b0497-ead5-4c92-a53e-abd81423b2b7,blanket,hole,0.482,C
87f6a564-beba-49da-8072-7cbb5b5a55bd,blanket,hole,0.47,C
50f9de91-0287-4eed-8cc1-b4857465c34a,blanket,hole,0.622,C
7e93da3a-2ae4-4c5e-9140-24f45c7822a8,blanket,hole,0.17,B
5a232c54-b096-4b2e-b590-4bb37ab2a809,blanket,hole,0.716,D
20723da3-7077-459c-ad04-024e3f9f739c,blanket,hole,0.509,C
5950e114-dcc3-41e2-aa5c-2c0a51fdeaf6,blanket,hole,0.251,B
ac20d284-6063-4185-838f-215cc94f284c,blanket,hole,0.62,C
32ad263e-478d-4199-b1c3-b90478f0ff2e,blanket,hole,0.174,B
25e4dd02-0212-4a49-9408-fe9dfb709c94,blanket,hole,0.348,B
f25031a1-e32a-44ff-8f1a-37ced7ee6564,blanket,hole,0.693,C
0191be0a-acc7-42bf-b34b-4b8d5305b124,blanket,hole,0.819,D
63d66c26-073f-4848-819e-99fdebdf1359,blanket,hole,0.777,D
4a12e8eb-6330-442a-b81a-69ea4b8efdf6,blanket,hole,0.62,C
82c3ac38-2ca5-4a28-84f9-ed7db03ed455,blanket,hole,0.518,C
4390b5d9-e64e-4e0c-9976-2ce321a7272f,blanket,hole,0.715,D
17e63f62-35d5-423c-ae72-ad855bc66aa3,blanket,hole,0.935,D
58970ae9-78e7-4621-b3d2-239dbcc8f55a,blanket,hole,0.926,D
9ca14049-f55f-4721-86b9-565fd558681e,blanket,hole,0.401,C
7dc8e63d-30de-4353-ac3c-d2c5402a92e3,blanket,hole,0.796,D
